auction_id,national_id,total_auctions_participated,total_auctions_won,total_bids_history,historical_win_rate,bids_to_wins_ratio,starting_price,final_price,minimum_bid_increment,auction_duration_minutes,number_of_unique_bidders,total_bids_in_auction,bids_count_in_auction,bid_share_in_auction,avg_seconds_between_bids,first_bid_time_from_start_minutes,last_bid_time_to_end_minutes,used_minimum_increment_ratio,bid_increment_avg,aggressive_bidding_flag,early_entry_flag,late_exit_flag,won_auction_flag,suspicious_score_generation,suspicious_label
AUC_1364,2145025569,117,41,673,0.3504,16.4146,1420543,1474833,10000,120,21,212,10,0.0472,217.04,57.43,31.66,0.5415,30501.04,0,0,0,1,0.2678,0
AUC_1304,2594105188,76,4,959,0.0526,239.75,1460471,1883890,1000,120,7,36,25,0.6944,13.4,21.15,10.8,0.7393,2028.87,1,0,1,1,0.99,1
AUC_1281,1138558326,91,0,1725,0.0,1725.0,934824,1140195,10000,120,9,154,33,0.2143,108.5,18.23,13.76,0.9886,17860.48,0,0,1,0,0.8346,1
AUC_1361,1693555146,43,4,97,0.093,24.25,904844,1136624,20000,90,7,92,3,0.0326,1132.65,69.95,26.06,0.2808,66457.96,0,0,0,0,0.1678,0
AUC_1206,2060549253,37,7,178,0.1892,25.4286,1794899,2131660,1000,120,8,45,4,0.0889,704.34,29.97,36.23,0.4912,1678.67,0,0,0,0,0.1414,0
AUC_1342,2402420609,111,39,751,0.3514,19.2564,1417533,1643202,1000,180,24,314,17,0.0541,318.59,74.35,31.75,0.2219,2566.8,0,0,0,1,0.1088,0
AUC_1040,1040764538,84,7,1138,0.0833,162.5714,1726502,1983436,2000,60,20,320,17,0.0531,37.42,12.81,2.46,0.5544,3903.0,0,0,1,0,0.6654,1
AUC_1090,2429101354,20,1,135,0.05,135.0,1393815,1696448,5000,120,6,29,5,0.1724,478.07,22.75,36.25,0.1225,13839.33,0,0,0,0,0.3101,0
AUC_1382,1295890583,70,4,1376,0.0571,344.0,397717,475487,1000,240,15,221,12,0.0543,14.37,4.32,17.59,0.7969,2167.13,0,1,1,0,0.7334,0
AUC_1299,1244834832,13,1,48,0.0769,48.0,1488259,1625254,5000,240,22,152,4,0.0263,101.04,194.29,40.09,0.6725,11707.12,0,0,0,0,0.216,0
AUC_1004,2509639664,36,1,250,0.0278,250.0,190548,235438,2000,30,7,15,2,0.1333,736.98,23.31,4.98,0.4607,4977.41,0,0,0,1,0.2113,0
AUC_1030,1559240192,67,15,570,0.2239,38.0,1107458,1248144,10000,60,19,194,4,0.0206,113.65,32.15,2.24,0.3488,19786.62,0,0,1,1,0.1085,0
AUC_1371,2138984492,109,54,1012,0.4954,18.7407,808031,928284,5000,30,8,28,17,0.6071,143.24,18.46,4.51,0.3351,13564.73,0,0,0,1,0.2888,0
AUC_1067,1956322282,25,0,157,0.0,157.0,143254,179076,2000,180,22,125,6,0.048,286.13,94.8,2.23,0.3696,2747.14,0,0,1,0,0.3608,0
AUC_1086,1207016038,32,2,276,0.0625,138.0,1467309,1515978,2000,60,13,102,4,0.0392,902.54,29.0,20.25,0.4266,6911.09,0,0,0,0,0.2378,0
AUC_1344,1296092818,43,19,205,0.4419,10.7895,1597451,1854898,10000,90,6,102,12,0.1176,356.77,0.2,18.03,0.2901,18102.04,0,1,0,1,0.0278,0
AUC_1174,2975485050,52,0,863,0.0,863.0,67804,73152,1000,120,24,73,24,0.3288,23.21,12.51,3.04,0.6473,1119.72,1,1,1,0,0.9656,1
AUC_1390,2500625425,83,37,1159,0.4458,31.3243,1723054,1860583,1000,120,16,73,6,0.0822,390.65,74.91,22.06,0.3644,2114.9,0,0,0,0,0.0153,0
AUC_1228,1556844393,10,0,34,0.0,34.0,1393577,1575260,5000,120,20,178,9,0.0506,1005.9,31.44,83.22,0.3723,19932.78,0,0,0,0,0.1821,0
AUC_1351,1465242815,6,3,21,0.5,7.0,946884,989457,5000,90,9,64,3,0.0469,439.56,62.3,14.69,0.6225,8331.25,0,0,0,0,0.0547,0
AUC_1258,2381702350,28,2,147,0.0714,73.5,1138655,1178706,5000,90,20,107,10,0.0935,133.16,67.73,6.42,0.2231,6272.65,0,0,1,0,0.207,1
AUC_1386,1150893154,34,10,180,0.2941,18.0,1028420,1152129,2000,180,5,86,5,0.0581,1035.91,58.21,55.38,0.4626,2610.67,0,0,0,0,0.0635,0
AUC_1266,2499934382,80,29,380,0.3625,13.1034,371414,409300,1000,120,12,65,10,0.1538,102.76,44.54,8.53,0.6887,1220.68,0,0,1,0,0.2186,0
AUC_1280,1186726059,52,19,421,0.3654,22.1579,520795,695586,1000,180,12,28,14,0.5,193.59,69.9,21.62,0.3161,1876.59,0,0,0,1,0.3139,0
AUC_1196,1749541995,27,10,105,0.3704,10.5,171282,189946,5000,120,17,44,3,0.0682,360.08,86.3,12.82,0.6518,9521.61,0,0,1,0,0.1376,0
AUC_1098,2449700211,44,0,560,0.0,560.0,1607598,2039373,20000,180,3,42,23,0.5476,5.7,29.35,1.56,0.9081,38951.27,1,0,1,1,0.99,1
AUC_1042,1316286787,151,4,3181,0.0265,795.25,1654778,1966523,10000,90,19,262,23,0.0878,73.53,22.29,7.73,0.682,17698.97,0,0,1,0,0.7033,1
AUC_1067,1952772894,49,2,1163,0.0408,581.5,52078,62976,1000,60,9,120,27,0.225,37.58,13.95,5.64,0.6709,2033.34,1,0,1,0,0.8269,1
AUC_1273,1331459528,59,26,523,0.4407,20.1154,479234,590378,2000,120,16,271,5,0.0185,184.75,67.11,4.3,0.6604,2699.5,0,0,1,1,0.0864,1
AUC_1225,1601960671,22,7,195,0.3182,27.8571,1209189,1346218,1000,90,19,179,1,0.0056,645.42,63.86,40.18,0.102,4169.01,0,0,0,0,0.1,0
AUC_1124,2913744544,76,18,318,0.2368,17.6667,1839084,2266559,1000,240,8,142,7,0.0493,101.44,82.99,72.91,0.3855,2675.27,0,0,0,0,0.1726,1
AUC_1171,2839018691,63,3,914,0.0476,304.6667,1958643,2369441,2000,30,16,242,43,0.1777,87.59,2.9,5.63,0.6626,3566.49,0,1,0,0,0.8113,1
AUC_1003,1545732827,88,34,709,0.3864,20.8529,1659624,1827039,2000,60,7,73,12,0.1644,380.9,32.44,6.02,0.4881,2201.2,0,0,1,0,0.1645,0
AUC_1052,2930361158,68,0,1394,0.0,1394.0,1206125,1235637,10000,180,17,276,13,0.0471,37.85,53.04,17.04,0.8797,18467.5,0,0,1,0,0.7458,0
AUC_1331,2767896280,50,2,963,0.04,481.5,1214746,1353362,10000,180,24,403,24,0.0596,82.91,3.5,4.15,0.6878,10419.87,0,1,1,0,0.5933,0
AUC_1000,1306720215,16,5,133,0.3125,26.6,184883,202954,10000,120,23,213,8,0.0376,255.72,14.18,30.07,0.4615,26503.23,0,1,0,0,0.1338,0
AUC_1288,1339545966,38,5,281,0.1316,56.2,1935304,2412895,10000,240,12,111,14,0.1261,152.55,42.99,56.49,0.401,28377.93,0,0,0,0,0.196,0
AUC_1398,1031507958,97,1,2533,0.0103,2533.0,1080457,1301624,20000,120,24,390,35,0.0897,36.06,40.7,15.27,0.8924,23485.06,1,0,0,0,0.9872,1
AUC_1254,2251770216,7,1,38,0.1429,38.0,1980011,2300166,10000,180,22,361,6,0.0166,419.17,165.28,22.14,0.2663,10794.58,0,0,0,0,0.1942,0
AUC_1334,1216848701,135,3,3944,0.0222,1314.6667,1383882,1695611,20000,120,17,297,25,0.0842,28.49,32.27,10.47,0.712,32141.57,1,0,1,0,0.898,1
AUC_1375,1745942972,26,12,98,0.4615,8.1667,1586093,1898437,20000,120,20,62,10,0.1613,78.42,39.32,5.12,0.3766,64838.91,0,0,1,0,0.029,0
AUC_1094,1424870459,124,8,3235,0.0645,404.375,1621421,1841512,5000,120,4,65,17,0.2615,46.67,7.07,3.54,0.9166,7740.43,0,1,1,0,0.7154,1
AUC_1088,2229215244,91,24,942,0.2637,39.25,1132640,1395921,2000,90,21,183,15,0.082,309.32,21.75,32.32,0.2654,4817.16,0,0,0,1,0.1196,0
AUC_1341,1919887651,25,4,173,0.16,43.25,796294,872170,2000,120,6,74,6,0.0811,598.44,80.95,54.77,0.5213,3142.28,0,0,0,0,0.189,0
AUC_1121,1172858869,81,0,1428,0.0,1428.0,123876,139426,20000,180,20,340,36,0.1059,31.23,4.91,14.78,0.6543,33353.96,1,1,1,0,0.8889,1
AUC_1258,2506650400,44,3,610,0.0682,203.3333,940560,1206534,20000,180,10,125,29,0.232,7.36,52.32,17.5,0.7943,29412.92,1,0,1,0,0.9688,1
AUC_1383,2815752430,44,6,345,0.1364,57.5,1418004,1682719,10000,60,14,206,4,0.0194,164.11,38.9,30.18,0.5337,31377.67,0,0,0,0,0.1795,1
AUC_1384,2864506464,2,0,5,0.0,5.0,440999,515058,5000,180,7,124,2,0.0161,844.13,134.06,110.59,0.1923,19733.6,0,0,0,0,0.088,0
AUC_1222,2302349497,6,1,53,0.1667,53.0,1795318,1885539,20000,90,21,74,6,0.0811,1018.11,75.87,44.34,0.4506,59829.3,0,0,0,0,0.3312,1
AUC_1315,2253786010,9,2,22,0.2222,11.0,540823,586218,5000,90,16,144,4,0.0278,266.49,78.5,12.52,0.5355,6394.65,0,0,0,1,0.0853,0
AUC_1307,1087454393,38,18,452,0.4737,25.1111,1254514,1457375,1000,120,11,193,7,0.0363,420.42,0.93,39.2,0.2609,1725.62,0,1,0,1,0.0655,0
AUC_1224,1457860698,147,3,3863,0.0204,1287.6667,770603,849029,2000,30,13,208,38,0.1827,75.95,7.56,3.91,0.7005,2951.9,0,0,0,0,0.7584,1
AUC_1057,2139868887,47,0,274,0.0,274.0,1087414,1223976,5000,120,12,27,9,0.3333,327.43,77.57,13.34,0.6336,12403.28,0,0,1,0,0.4268,0
AUC_1080,2681488568,22,6,146,0.2727,24.3333,189293,233652,20000,180,10,136,2,0.0147,248.93,24.64,79.78,0.5369,47577.54,0,0,0,1,0.1603,0
AUC_1047,1053994830,144,2,4790,0.0139,2395.0,730569,774959,10000,240,7,64,16,0.25,52.62,25.54,12.19,0.6674,16693.97,0,1,1,0,0.5329,1
AUC_1319,2105448992,93,22,1147,0.2366,52.1364,821229,1032259,1000,60,18,79,16,0.2025,466.24,24.85,22.9,0.2416,1151.88,0,0,0,1,0.258,0
AUC_1201,2896104082,56,5,1281,0.0893,256.2,744453,901614,5000,240,15,257,27,0.1051,61.93,26.61,8.37,0.7591,7226.0,1,1,1,1,0.7734,1
AUC_1134,2656686597,40,7,203,0.175,29.0,361087,452594,5000,60,6,13,4,0.3077,698.52,30.39,24.58,0.225,21721.62,0,0,0,0,0.1978,0
AUC_1091,2947812589,69,4,736,0.058,184.0,1393532,1598944,20000,90,16,102,29,0.2843,39.5,9.94,3.16,0.805,43076.4,1,1,1,1,0.9308,1
AUC_1046,1176923237,59,7,353,0.1186,50.4286,655789,762893,20000,240,11,143,11,0.0769,428.51,182.86,31.63,0.6425,57455.12,0,0,0,0,0.2057,1
AUC_1285,1323671448,72,20,396,0.2778,19.8,447538,473186,20000,60,15,253,7,0.0277,180.48,25.96,4.54,0.5036,21785.07,0,0,1,1,0.1604,0
AUC_1285,2682127894,32,14,236,0.4375,16.8571,604838,755946,5000,120,13,193,11,0.057,421.37,90.06,8.94,0.5241,9013.13,0,0,1,0,0.1337,0
AUC_1280,1256997239,12,2,64,0.1667,32.0,125443,157396,5000,180,14,59,4,0.0678,666.37,19.01,75.75,0.2215,14102.28,0,1,0,1,0.2388,0
AUC_1025,1002865833,62,6,1557,0.0968,259.5,1783357,2299470,1000,60,7,74,34,0.4595,62.74,4.42,6.72,0.7717,1248.53,1,1,1,0,0.99,1
AUC_1012,2537816674,106,1,3242,0.0094,3242.0,1215120,1365154,10000,180,5,69,25,0.3623,16.25,50.28,28.09,0.8845,10783.4,1,0,0,1,0.886,1
AUC_1190,1466823876,122,5,1876,0.041,375.2,170931,188426,1000,60,14,223,14,0.0628,73.28,3.58,1.68,0.8681,1248.7,0,1,1,0,0.7075,1
AUC_1257,1554550547,18,4,181,0.2222,45.25,1636027,1968350,2000,60,24,143,17,0.1189,402.86,23.63,5.89,0.3158,6084.01,0,0,1,0,0.1817,0
AUC_1308,1785921286,9,2,72,0.2222,36.0,953991,1184346,20000,180,24,110,9,0.0818,449.8,9.89,36.02,0.1644,71020.36,0,1,0,0,0.1063,0
AUC_1140,2022546202,146,2,4952,0.0137,2476.0,928638,1093763,2000,180,23,389,14,0.036,85.32,56.03,24.28,0.9397,2869.7,0,0,0,0,0.5944,0
AUC_1112,2761152076,72,34,503,0.4722,14.7941,60015,67192,10000,180,16,163,5,0.0307,327.72,83.09,1.01,0.6256,17926.61,0,0,1,0,0.239,0
AUC_1371,2197946395,147,7,3139,0.0476,448.4286,1878745,2207026,10000,120,16,267,30,0.1124,30.42,32.46,9.76,0.7762,14165.38,1,0,1,0,0.8189,1
AUC_1208,2173225555,19,2,79,0.1053,39.5,1211065,1351365,1000,120,19,332,3,0.009,554.5,2.61,49.45,0.299,3697.6,0,1,0,0,0.277,0
AUC_1397,2392673951,13,3,43,0.2308,14.3333,1918298,2237169,20000,240,11,100,5,0.05,940.76,170.88,48.51,0.3533,74275.4,0,0,0,1,0.048,0
AUC_1059,1373131878,24,8,228,0.3333,28.5,1374982,1520293,10000,120,5,74,9,0.1216,252.22,58.13,32.25,0.1651,22705.62,0,0,0,0,0.1626,0
AUC_1323,1667156270,38,11,288,0.2895,26.1818,1257893,1362959,2000,240,21,354,6,0.0169,343.27,80.96,149.51,0.1277,3842.27,0,0,0,1,0.0956,0
AUC_1252,1047210317,2,1,17,0.5,17.0,1618684,1939202,20000,60,11,171,7,0.0409,448.64,16.83,25.72,0.2592,66715.62,0,0,0,0,0.0225,0
AUC_1197,1650085101,19,2,206,0.1053,103.0,920735,1043593,2000,90,4,12,9,0.75,491.06,18.1,27.7,0.4512,3142.54,0,0,0,0,0.4018,1
AUC_1318,2640387218,18,1,114,0.0556,114.0,1908561,2243153,2000,180,14,32,6,0.1875,168.96,114.18,3.5,0.2195,3852.95,0,0,1,1,0.3021,0
AUC_1143,2005649732,5,0,17,0.0,17.0,1521904,1913759,5000,90,6,31,8,0.2581,594.14,22.34,21.19,0.4026,6425.48,0,0,0,0,0.209,1
AUC_1286,2505775521,99,3,2112,0.0303,704.0,1013468,1110250,10000,90,12,46,24,0.5217,48.39,12.05,0.34,0.8608,14871.92,1,0,1,0,0.985,1
AUC_1047,1169723919,37,9,441,0.2432,49.0,1889470,2415629,20000,180,5,40,17,0.425,280.37,116.87,39.08,0.6339,20818.09,0,0,0,1,0.4874,0
AUC_1084,1992176832,91,13,545,0.1429,41.9231,1101823,1374078,1000,60,7,45,8,0.1778,162.41,25.56,11.89,0.4063,2921.08,0,0,0,0,0.2378,0
AUC_1116,2021104428,136,5,3917,0.0368,783.4,775085,919754,2000,60,12,73,16,0.2192,83.43,3.49,3.37,0.9638,3758.4,0,1,1,0,0.7277,0
AUC_1145,2047133608,143,5,3662,0.035,732.4,1102925,1161923,10000,180,12,100,14,0.14,14.37,59.71,0.59,0.9384,11353.1,0,0,1,0,0.8836,1
AUC_1324,2665664433,93,7,918,0.0753,131.1429,1288813,1350317,2000,90,11,96,21,0.2188,39.82,3.99,5.33,0.9043,3649.32,1,1,1,1,0.9346,1
AUC_1258,1816512593,43,0,141,0.0,141.0,165735,202345,1000,240,21,219,6,0.0274,548.19,13.67,136.13,0.3015,3532.87,0,1,0,0,0.264,1
AUC_1225,2784680799,51,2,818,0.0392,409.0,526454,664012,5000,90,12,66,42,0.6364,19.21,12.42,15.03,0.7979,6047.51,1,0,0,1,0.99,1
AUC_1052,2656839086,18,0,140,0.0,140.0,364347,378083,5000,90,10,94,7,0.0745,715.9,8.02,27.78,0.5426,15785.45,0,1,0,0,0.4096,1
AUC_1285,2772434734,105,3,2939,0.0286,979.6667,418092,550100,5000,240,5,41,36,0.878,42.45,54.57,6.74,0.6371,8170.45,1,0,1,0,0.99,1
AUC_1168,1712225666,29,2,156,0.069,78.0,266272,294428,10000,240,18,223,9,0.0404,579.41,123.04,111.63,0.3587,20442.7,0,0,0,0,0.1528,0
AUC_1244,2653319134,69,2,946,0.029,473.0,141418,159689,5000,90,21,376,25,0.0665,8.46,4.69,6.12,0.5567,10300.91,1,1,1,0,0.7486,0
AUC_1292,2725273189,71,3,2406,0.0423,802.0,1363207,1674471,1000,180,15,204,44,0.2157,54.29,44.77,20.86,0.8996,1049.6,1,0,1,0,0.99,1
AUC_1335,2174446696,29,1,212,0.0345,212.0,1573831,1872140,1000,30,4,28,7,0.25,937.97,24.6,18.82,0.1981,1371.32,0,0,0,1,0.3201,0
AUC_1141,1301235783,116,55,416,0.4741,7.5636,1584159,2019859,2000,240,7,93,13,0.1398,257.14,48.61,92.62,0.2627,2218.77,0,0,0,0,0.01,0
AUC_1371,2051800950,29,8,281,0.2759,35.125,1284543,1349281,20000,30,21,208,5,0.024,697.68,10.6,10.07,0.1447,87142.34,0,0,0,1,0.1036,0
AUC_1026,1471256972,107,5,2823,0.0467,564.6,92446,116875,1000,120,12,85,23,0.2706,66.36,24.8,13.34,0.7566,1740.52,1,0,1,0,0.781,1
AUC_1373,2650406340,10,1,164,0.1,164.0,1704866,1918898,1000,180,22,281,21,0.0747,16.28,3.37,3.02,0.7143,1617.86,1,1,1,0,0.8258,0
AUC_1228,1657811063,40,3,370,0.075,123.3333,314278,364599,20000,120,8,118,3,0.0254,506.17,70.41,49.12,0.2481,41499.13,0,0,0,1,0.3122,0
AUC_1293,2529356235,68,2,772,0.0294,386.0,651766,775294,10000,120,17,79,41,0.519,38.17,35.23,11.53,0.875,16352.66,1,0,1,0,0.99,1
AUC_1278,1919601234,7,1,35,0.1429,35.0,1484793,1725212,2000,240,17,45,2,0.0444,918.31,36.07,142.28,0.4806,6613.67,0,0,0,1,0.1564,0
AUC_1174,1986782915,49,23,426,0.4694,18.5217,1721982,2033895,1000,240,24,236,9,0.0381,470.77,50.34,49.85,0.2577,3324.5,0,0,0,0,0.0472,1
AUC_1173,1647176419,74,24,558,0.3243,23.25,290899,329539,5000,90,12,121,3,0.0248,434.27,74.21,2.36,0.5562,11656.48,0,0,1,1,0.1131,1
AUC_1255,2358959174,105,8,1600,0.0762,200.0,1129603,1303132,10000,120,11,176,22,0.125,41.73,7.31,4.45,0.7484,13082.62,1,1,1,0,0.7263,0
AUC_1387,2901268431,38,11,82,0.2895,7.4545,1420397,1685192,10000,60,14,208,8,0.0385,608.72,16.28,18.35,0.4874,25914.58,0,0,0,0,0.0484,0
AUC_1157,2801944570,29,0,476,0.0,476.0,83971,103043,10000,180,11,53,31,0.5849,22.8,8.82,19.61,0.9538,10518.97,1,1,1,0,0.99,1
AUC_1259,1474456865,16,4,90,0.25,22.5,307261,342817,1000,90,6,76,14,0.1842,490.86,4.33,9.21,0.5405,2351.5,0,1,1,0,0.2303,0
AUC_1221,2526880170,5,1,43,0.2,43.0,503746,582362,5000,120,16,134,3,0.0224,1079.02,64.55,65.69,0.3689,16609.79,0,0,0,0,0.1046,0
AUC_1313,2263647746,41,13,361,0.3171,27.7692,584119,693360,20000,120,15,189,4,0.0212,157.28,44.05,18.94,0.4843,52600.74,0,0,0,0,0.2018,0
AUC_1114,1150548656,19,1,381,0.0526,381.0,1477296,1858860,2000,30,7,35,19,0.5429,62.86,0.83,1.87,0.749,2903.7,1,1,1,1,0.8412,1
AUC_1185,1106721311,17,2,47,0.1176,23.5,1849271,2280100,2000,90,23,155,5,0.0323,557.78,34.98,48.23,0.3359,4922.16,0,0,0,0,0.0147,0
AUC_1102,2670878430,2,1,15,0.5,15.0,54430,63532,5000,60,22,369,4,0.0108,843.04,7.22,33.28,0.3905,22025.49,0,0,0,1,0.0343,0
AUC_1176,1142676199,80,37,335,0.4625,9.0541,404398,437266,1000,240,21,124,6,0.0484,348.79,122.49,68.58,0.5549,2437.77,0,0,0,1,0.0672,0
AUC_1089,2238451876,11,0,86,0.0,86.0,1681178,2047850,1000,30,7,37,8,0.2162,1060.92,9.26,10.5,0.2391,3004.91,0,0,0,0,0.2793,0
AUC_1265,2212313354,16,0,399,0.0,399.0,1481910,1898183,5000,120,5,56,30,0.5357,83.32,10.79,13.49,0.7746,9821.76,0,1,1,0,0.8747,0
AUC_1093,1554879584,38,3,806,0.0789,268.6667,1187165,1502457,2000,120,22,125,35,0.28,41.11,5.98,12.61,0.8679,2050.72,1,1,1,0,0.99,1
AUC_1088,1653039970,93,9,992,0.0968,110.2222,747418,937614,1000,90,20,172,17,0.0988,68.87,19.79,4.59,0.7572,1304.21,0,0,1,1,0.6766,1
AUC_1042,1310818551,50,21,318,0.42,15.1429,535126,669928,20000,240,17,137,10,0.073,79.49,122.0,39.54,0.2431,48402.33,0,0,0,0,0.0871,0
AUC_1148,2016555698,23,3,123,0.1304,41.0,1178145,1254978,5000,60,4,38,3,0.0789,704.22,43.4,35.65,0.4145,15973.66,0,0,0,0,0.2453,0
AUC_1168,2957756303,83,4,1294,0.0482,323.5,96935,115564,20000,120,15,51,31,0.6078,33.02,5.21,17.58,0.7793,34800.71,1,1,0,0,0.99,1
AUC_1212,1897611388,53,24,610,0.4528,25.4167,1088174,1258469,10000,90,13,216,7,0.0324,174.94,32.13,22.99,0.3235,30670.04,0,0,0,0,0.1573,0
AUC_1083,1925240262,92,3,981,0.0326,327.0,766097,844470,1000,120,15,241,38,0.1577,50.71,19.86,21.49,0.6579,1447.36,1,0,0,0,0.8314,1
AUC_1137,1845045916,98,41,399,0.4184,9.7317,1555874,1887176,10000,180,7,82,11,0.1341,145.06,48.87,41.73,0.2567,24697.75,0,0,0,0,0.1282,0
AUC_1196,1587905258,115,2,2490,0.0174,1245.0,54509,62389,1000,240,10,114,23,0.2018,91.35,3.9,40.22,0.9669,1237.94,0,1,0,0,0.7987,1
AUC_1116,1852189348,16,3,70,0.1875,23.3333,1172481,1251121,10000,60,20,94,6,0.0638,423.57,1.91,14.81,0.4894,25059.18,0,1,0,1,0.2378,1
AUC_1323,2035136817,23,4,86,0.1739,21.5,885677,991440,20000,90,20,73,9,0.1233,261.4,48.72,47.1,0.3953,53503.82,0,0,0,0,0.2064,1
AUC_1323,1064284928,9,1,101,0.1111,101.0,92125,116506,5000,90,11,64,28,0.4375,14.51,7.99,4.57,0.6036,7312.29,1,1,1,0,0.8618,1
AUC_1244,1253703680,105,1,2286,0.0095,2286.0,685091,746485,10000,60,6,74,17,0.2297,59.1,1.16,0.32,0.6406,10002.41,0,1,1,0,0.8968,1
AUC_1360,1233975130,4,1,11,0.25,11.0,1839495,1890649,5000,120,18,193,5,0.0259,1009.24,99.98,66.3,0.4318,9596.58,0,0,0,0,0.1435,0
AUC_1177,1453792412,25,2,61,0.08,30.5,535341,641819,5000,90,23,304,7,0.023,686.99,60.15,40.25,0.2467,11587.25,0,0,0,1,0.0832,0
AUC_1012,2748172684,5,1,17,0.2,17.0,836270,965130,20000,240,22,76,11,0.1447,318.0,202.18,5.02,0.2566,33764.34,0,0,1,0,0.1211,0
AUC_1252,1417864753,111,0,2378,0.0,2378.0,1242907,1404837,2000,90,21,263,37,0.1407,32.06,13.13,8.33,0.7923,2741.43,1,0,1,0,0.9698,1
AUC_1284,1020613373,29,4,144,0.1379,36.0,719716,780027,1000,90,5,39,4,0.1026,253.18,19.71,60.23,0.4707,3780.03,0,0,0,1,0.1986,0
AUC_1399,1018861431,57,2,640,0.0351,320.0,1345316,1746964,1000,240,10,75,19,0.2533,27.31,1.26,7.62,0.9258,1161.13,1,1,1,0,0.8736,1
AUC_1153,2525170508,108,4,2200,0.037,550.0,266965,326085,2000,60,11,182,35,0.1923,27.18,4.29,4.27,0.7872,3683.27,1,1,1,0,0.9492,1
AUC_1141,2730820899,55,21,217,0.3818,10.3333,1897899,2354333,2000,60,23,148,8,0.0541,65.55,39.7,1.79,0.6835,3023.34,0,0,1,0,0.2017,0
AUC_1268,2400198285,47,2,312,0.0426,156.0,711798,782375,2000,240,8,108,12,0.1111,25.25,27.97,18.58,0.6017,3049.32,0,1,1,0,0.7276,1
AUC_1379,1889445755,26,1,188,0.0385,188.0,1688127,1958562,2000,240,22,87,3,0.0345,959.98,173.98,75.79,0.3298,8059.54,0,0,0,1,0.3472,1
AUC_1335,2749786566,32,6,223,0.1875,37.1667,1528490,1574681,1000,120,24,205,1,0.0049,958.99,68.5,71.03,0.155,3961.5,0,0,0,0,0.0899,0
AUC_1392,1298226196,37,3,167,0.0811,55.6667,577481,657719,1000,180,15,141,3,0.0213,830.61,137.27,104.45,0.3079,4347.93,0,0,0,1,0.1358,1
AUC_1277,2246933640,34,5,319,0.1471,63.8,141964,176691,2000,240,12,32,2,0.0625,1005.48,141.78,39.22,0.1595,3285.93,0,0,0,0,0.1213,0
AUC_1378,1565392343,28,8,387,0.2857,48.375,911626,976442,20000,90,21,185,9,0.0486,344.31,2.62,31.18,0.6365,68015.56,0,1,0,0,0.2599,0
AUC_1238,2278137405,34,7,220,0.2059,31.4286,1781360,1896193,5000,30,13,85,7,0.0824,533.12,16.6,16.67,0.247,14335.2,0,0,0,1,0.187,0
AUC_1272,1984578729,39,1,237,0.0256,237.0,1924571,2267720,1000,120,15,199,4,0.0201,585.15,89.02,73.23,0.5236,2215.72,0,0,0,0,0.2743,1
AUC_1261,2280277379,54,19,296,0.3519,15.5789,1047890,1253415,10000,180,3,40,7,0.175,436.15,80.29,17.54,0.3265,20549.73,0,0,1,0,0.1513,0
AUC_1337,1305949818,36,4,191,0.1111,47.75,1515551,1925448,20000,180,11,61,8,0.1311,870.44,92.01,67.48,0.5061,43516.8,0,0,0,0,0.1501,0
AUC_1270,1662753999,2,1,6,0.5,6.0,174018,179672,1000,180,17,180,5,0.0278,1030.23,149.67,47.36,0.3597,1217.64,0,0,0,0,0.0655,0
AUC_1045,2540262076,16,4,130,0.25,32.5,424244,527738,10000,60,12,108,4,0.037,495.73,50.05,39.58,0.5374,16695.87,0,0,0,1,0.0738,0
AUC_1023,1600114861,18,1,103,0.0556,103.0,1096408,1179700,1000,60,10,39,3,0.0769,245.34,36.76,0.3,0.2413,1118.38,0,0,1,1,0.2389,0
AUC_1330,1898602495,111,45,421,0.4054,9.3556,1039656,1242065,5000,90,8,86,13,0.1512,375.11,5.97,26.75,0.4372,10465.68,0,1,0,1,0.1169,1
AUC_1187,1570882077,10,0,47,0.0,47.0,674959,791061,2000,30,8,21,4,0.1905,1004.49,18.89,19.64,0.4889,8964.44,0,0,0,0,0.12,0
AUC_1114,2722289253,3,0,21,0.0,21.0,375515,431079,5000,180,4,57,4,0.0702,927.69,46.17,48.09,0.1843,11921.4,0,0,0,0,0.1282,0
AUC_1111,2300773391,12,1,30,0.0833,30.0,1338399,1604254,20000,90,8,80,4,0.05,309.92,33.26,39.88,0.1048,78972.95,0,0,0,0,0.1787,0
AUC_1002,2960813728,97,4,2332,0.0412,583.0,1842427,2257339,5000,90,12,93,19,0.2043,14.92,9.13,2.65,0.8189,8496.07,1,1,1,0,0.8059,1
AUC_1130,1861448103,46,13,592,0.2826,45.5385,218602,261501,1000,90,4,50,17,0.34,196.61,7.27,33.72,0.4872,1067.44,0,1,0,1,0.2107,0
AUC_1151,1269565817,84,21,654,0.25,31.1429,1496509,1751759,1000,90,17,210,13,0.0619,111.09,30.89,23.01,0.3817,1721.67,0,0,0,1,0.2189,0
AUC_1333,2209855981,111,38,1235,0.3423,32.5,1584322,1694079,1000,120,14,68,7,0.1029,218.21,56.48,24.98,0.2897,2049.72,0,0,0,0,0.01,0
AUC_1325,1683854107,97,6,1427,0.0619,237.8333,276125,323904,1000,90,24,258,30,0.1163,33.96,13.61,3.46,0.6145,1984.83,1,0,1,0,0.699,0
